Id	Label	NodeType	Community_Lvl_0	Community_Lvl_1	Infered_Community_Name_Lvl_0	Infered_Community_Name_Lvl_1
GNSS Systems Engineer__s	GNSS Systems Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
it manager__s	it manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Cofounder__s	Cofounder	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Associate Professor__s	Associate Professor	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Talent Management Professional__s	Talent Management Professional	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
CEO__s	CEO	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Product Manager Software__s	Product Manager Software	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project Manager - Information Management__s	Project Manager - Information Management	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Product Marketing Director__s	Product Marketing Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director Talent Development__s	Director Talent Development	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Customer Support Manager__s	Customer Support Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Architecte Solution__s	Architecte Solution	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Project manager__s	Project manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Orange Smart Cities Program__s	Orange Smart Cities Program	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Senior Business Manager - Electronics__s	Senior Business Manager - Electronics	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Supply Chain Manager__s	Supply Chain Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Exploration Geologist__s	Exploration Geologist	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director - Smart Energy Services__s	Director - Smart Energy Services	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
PhD student, Dipl. Civil Engineer__s	PhD student, Dipl. Civil Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
System administrator__s	System administrator	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Head of Sales Engineer & Consulting__s	Head of Sales Engineer & Consulting	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
CEO & Founder__s	CEO & Founder	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Key Account Operations & Project director__s	Key Account Operations & Project director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
CEO of CALIATYS__s	CEO of CALIATYS	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director, operation control__s	Director, operation control	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director Yelloh Village__s	Director Yelloh Village	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
IS Costing Performance manager__s	IS Costing Performance manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Image Processing Engineer__s	Image Processing Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
CTO/COO, founder__s	CTO/COO, founder	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Warehouse Executive__s	Warehouse Executive	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Application Engineer__s	Application Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Internal Communication Manager__s	Internal Communication Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Internship__s	Internship	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Process Improvement & Performance Manager__s	Process Improvement & Performance Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Customer Experience innovation project manager__s	Customer Experience innovation project manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
MIS Director (CIO)__s	MIS Director (CIO)	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Director, Architecture & Projects__s	Director, Architecture & Projects	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Talent Brand Consultant__s	Talent Brand Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
IT E-commerce Manager__s	IT E-commerce Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Clinical Trial Manager__s	Clinical Trial Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Android Telephony Project Management__s	Android Telephony Project Management	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Finance and accounting consultant__s	Finance and accounting consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Quality and Design Manager__s	Quality and Design Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
CTO of BPO activities__s	CTO of BPO activities	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Professor__s	Professor	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
IT Advisory Senior Manager__s	IT Advisory Senior Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Software engineer II__s	Software engineer II	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Full Stack Web Developer__s	Full Stack Web Developer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Commercial Director France__s	Commercial Director France	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Connectivity Engineer__s	Connectivity Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Manager Application Engineering__s	Manager Application Engineering	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Executive Intern__s	Executive Intern	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
It Consultant__s	It Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Developper/Architecte__s	Developper/Architecte	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Global DataCenter Services Director__s	Global DataCenter Services Director	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Purchase manager__s	Purchase manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Quality Manager__s	Quality Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Technical Consultant__s	Technical Consultant	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
MENA Partnerships Officer__s	MENA Partnerships Officer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Engineer__s	Engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Delivery Manager__s	Delivery Manager	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Marine engineer__s	Marine engineer	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Informaticien__s	Informaticien	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Agile and PMP Leader__s	Agile and PMP Leader	2.0	1	1.1	21___Science and engineering professionals	21___Science and engineering professionals
Liquid Systems Engineering Manager__s	Liquid Systems Engineering Manager	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
gas__t	gas	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
refinery__t	refinery	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Design and Development Engineer__s	Design and Development Engineer	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Expediting Coordinator__s	Expediting Coordinator	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Interface__s	Interface	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Civil Vehicles Design Office__s	Civil Vehicles Design Office	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
engineering__t	engineering	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Welding engineer__s	Welding engineer	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
oil & gas__t	oil & gas	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
commisioning engineer__s	commisioning engineer	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
project engineering__t	project engineering	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
electricity__t	electricity	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Instrument Senior Eng__s	Instrument Senior Eng	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
grinding__t	grinding	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
pumps__t	pumps	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
stormwater management__t	stormwater management	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
epc__t	epc	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
offshore drilling__t	offshore drilling	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
onshore__t	onshore	1.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
QC Coordinator / Inspector__s	QC Coordinator / Inspector	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
Verification leader__s	Verification leader	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
tender cad manager__s	tender cad manager	2.0	1	1.15	21___Science and engineering professionals	311___Physical and engineering science technicians
brokerage__t	brokerage	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
portfolio management__t	portfolio management	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
Head of Technical Analysis__s	Head of Technical Analysis	2.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
commodity__t	commodity	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
electronic trading__t	electronic trading	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
capital markets__t	capital markets	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
Ceo Founder__s	Ceo Founder	2.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
Financial Project Structurer__s	Financial Project Structurer	2.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
Head of Paris__s	Head of Paris	2.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
bloomberg__t	bloomberg	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
head of asset management desk__s	head of asset management desk	2.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
Equities & Derivatives Broker__s	Equities & Derivatives Broker	2.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
trading systems__t	trading systems	1.0	1	1.18	21___Science and engineering professionals	24___Business and administration professionals
Business Development (M&A)__s	Business Development (M&A)	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
sarbanes-oxley act__t	sarbanes-oxley act	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
MERCHANDISING MANAGER__s	MERCHANDISING MANAGER	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
cost accounting__t	cost accounting	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
financial audits__t	financial audits	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Financial Advisor-Conseiller financier__s	Financial Advisor-Conseiller financier	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Controllership France senior accountant__s	Controllership France senior accountant	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
financial reporting__t	financial reporting	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
managerial finance__t	managerial finance	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
auditing__t	auditing	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Head of Controlling__s	Head of Controlling	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
financial analysis__t	financial analysis	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
capital raising__t	capital raising	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Finance Manager__s	Finance Manager	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
sox__t	sox	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Investments operations manager__s	Investments operations manager	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
indirect taxation__t	indirect taxation	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
tax__t	tax	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
BU Controlling Manager - Consumer Healtcare__s	BU Controlling Manager - Consumer Healtcare	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
financial modeling__t	financial modeling	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
accounting__t	accounting	1.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
SOX& Internal Control Analyst__s	SOX& Internal Control Analyst	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Head of Funds Financing__s	Head of Funds Financing	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Senior Manager - Transaction services__s	Senior Manager - Transaction services	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Corporate IS Finance Project Manager__s	Corporate IS Finance Project Manager	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Indirect tax Manager__s	Indirect tax Manager	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Head of Financial Communication__s	Head of Financial Communication	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
Articled Assistant__s	Articled Assistant	2.0	1	1.19	21___Science and engineering professionals	24___Business and administration professionals
community policing__t	community policing	1.0	1	1.1909999999999998	21___Science and engineering professionals	33___Business and administration associate professionals
piloting__t	piloting	1.0	1	1.69	21___Science and engineering professionals	311___Physical and engineering science technicians
flights__t	flights	1.0	1	1.69	21___Science and engineering professionals	311___Physical and engineering science technicians
airworthiness__t	airworthiness	1.0	1	1.69	21___Science and engineering professionals	311___Physical and engineering science technicians
Beech 200 Captain__s	Beech 200 Captain	2.0	1	1.69	21___Science and engineering professionals	311___Physical and engineering science technicians
aircraft__t	aircraft	1.0	1	1.69	21___Science and engineering professionals	311___Physical and engineering science technicians
Aircraft maintenance team leader__s	Aircraft maintenance team leader	2.0	1	1.69	21___Science and engineering professionals	311___Physical and engineering science technicians
property & casualty insurance__t	property & casualty insurance	1.0	1	1.93	21___Science and engineering professionals	33___Business and administration associate professionals
Event Planner- Internship__s	Event Planner- Internship	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
none__s	none	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Administration Coordinator__s	Administration Coordinator	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Petroleum Architect__s	Petroleum Architect	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Photographer/Director/DOP__s	Photographer/Director/DOP	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Partnership Team Member__s	Partnership Team Member	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Senior Pastor__s	Senior Pastor	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Instructor__s	Instructor	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
anesthesiste__s	anesthesiste	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
formation__s	formation	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Mechanical Engineer__s	Mechanical Engineer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
orthophoniste__s	orthophoniste	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CP__s	CP	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Compositeur, Sound designer, Beatmaker__s	Compositeur, Sound designer, Beatmaker	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Infectiologue__s	Infectiologue	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
classroom__t	classroom	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Managing Director/Chie Executive Officer__s	Managing Director/Chie Executive Officer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Accounting Assistant__s	Accounting Assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
ide__s	ide	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Engineering Intern__s	Engineering Intern	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Owner of the Company__s	Owner of the Company	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
cuisiner__s	cuisiner	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Diretora__s	Diretora	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
INGENIEUR__s	INGENIEUR	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Treasury assistant__s	Treasury assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Host__s	Host	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Tax Attorney__s	Tax Attorney	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Research and Teaching Assistant__s	Research and Teaching Assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Exectutive MBA__s	Exectutive MBA	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Retired teacher__s	Retired teacher	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Technical Translator__s	Technical Translator	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Commercial Paris / Nord__s	Commercial Paris / Nord	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Export Traffic Coordinator__s	Export Traffic Coordinator	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Orthopedic Surgeon__s	Orthopedic Surgeon	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
English Language Coach__s	English Language Coach	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
AIDE SOIGNANTE__s	AIDE SOIGNANTE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Unix & Storage__s	Unix & Storage	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Architecture__s	Architecture	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Basic Education Advisor__s	Basic Education Advisor	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Prof EPS__s	Prof EPS	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Post-doctoral researcher__s	Post-doctoral researcher	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CHEF DE PROJET__s	CHEF DE PROJET	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Promoter__s	Promoter	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Doctor__s	Doctor	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
teaching__t	teaching	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CSPS__s	CSPS	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Retail Analyst Intern__s	Retail Analyst Intern	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
ARCHITECTE__s	ARCHITECTE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Structure, Naval architecture & Civil works__s	Structure, Naval architecture & Civil works	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Film Director__s	Film Director	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
photographer__s	photographer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Distributeur International ID 4200095__s	Distributeur International ID 4200095	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Architecte dplg__s	Architecte dplg	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
DevOps Engineer__s	DevOps Engineer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Designer Elec Catia__s	Designer Elec Catia	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
English Teacher, Tutor and Translator.__s	English Teacher, Tutor and Translator.	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Software Architect (Senior Software Engineer)__s	Software Architect (Senior Software Engineer)	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
windows__t	windows	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
ATRF__s	ATRF	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
psychanalyste - cogniticien__s	psychanalyste - cogniticien	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
RESPONSABLE COMPTABILITE-RH__s	RESPONSABLE COMPTABILITE-RH	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
megias__s	megias	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
microsoft word__t	microsoft word	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
public speaking__t	public speaking	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
STÉ__s	STÉ	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CPDEM__s	CPDEM	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
ASH__s	ASH	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
GRH__s	GRH	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
IEE__s	IEE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
General Dogsbody__s	General Dogsbody	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
free lance__s	free lance	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
secretary__s	secretary	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Professional Singer/Songwriter__s	Professional Singer/Songwriter	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Teacher's Assistant__s	Teacher's Assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
thanatopractrice__s	thanatopractrice	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
naturopathe__s	naturopathe	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Writer and artist__s	Writer and artist	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Consulting and Design Optimization Group__s	Consulting and Design Optimization Group	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
HOTESSE__s	HOTESSE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Assistant Engineer__s	Assistant Engineer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
technicien forestier__s	technicien forestier	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
DISTRIBUTRICE__s	DISTRIBUTRICE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Internet Interface Developer__s	Internet Interface Developer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
sitar player__s	sitar player	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Quality Assurance Engineer__s	Quality Assurance Engineer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
social services__t	social services	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
AGENT__s	AGENT	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Professional Counsellor & Clinical Hypnotherapist__s	Professional Counsellor & Clinical Hypnotherapist	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Assistante Admnistrative__s	Assistante Admnistrative	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Marketing and Communication__s	Marketing and Communication	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Owner/Founder__s	Owner/Founder	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
pde__s	pde	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
powerpoint__t	powerpoint	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CHIRURGIEN__s	CHIRURGIEN	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Food Writer & Private Chef__s	Food Writer & Private Chef	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Psy__s	Psy	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Clinical Project Manager__s	Clinical Project Manager	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Bodyguard__s	Bodyguard	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CONDUCTEUR DE TRAVAUX__s	CONDUCTEUR DE TRAVAUX	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
html__t	html	1.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Jobseeker__s	Jobseeker	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Commertial Assistant__s	Commertial Assistant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Writer / Flash animator__s	Writer / Flash animator	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Assistant Chief Financial Officer__s	Assistant Chief Financial Officer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Teacher of English__s	Teacher of English	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Coordinatrice marketing__s	Coordinatrice marketing	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
home owner__s	home owner	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Service Web__s	Service Web	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Musician-composer__s	Musician-composer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Physicist at CERN__s	Physicist at CERN	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
RESPONSABLE CONCEPTION__s	RESPONSABLE CONCEPTION	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
prof__s	prof	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CHARGEE DECOMMUNICATION__s	CHARGEE DECOMMUNICATION	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
supply manager__s	supply manager	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Adventurer / Author / Trainer__s	Adventurer / Author / Trainer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
CONTROLEUR DE GESTION__s	CONTROLEUR DE GESTION	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Technical & Logistics__s	Technical & Logistics	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
PHOTOGRAPHE__s	PHOTOGRAPHE	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
.NET Developer (Full-Stack \ DevOps)__s	.NET Developer (Full-Stack \ DevOps)	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Active Directory Premier Field Engineer__s	Active Directory Premier Field Engineer	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Coach Sportif__s	Coach Sportif	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Dry Dock Superintendant__s	Dry Dock Superintendant	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Front Office Receptionist__s	Front Office Receptionist	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Commodity Trader__s	Commodity Trader	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Church planting and development__s	Church planting and development	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Director of English Studies__s	Director of English Studies	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Warehouse Manager__s	Warehouse Manager	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
Business Developper__s	Business Developper	2.0	2	2.3	21___Science and engineering professionals	24___Business and administration professionals
